window_id,user_id,session_id_hash,window_start,window_end,label,scenario,run_id,severity,request_count,unique_endpoint_count,unique_method_count,session_duration_sec,avg_inter_request_sec,min_inter_request_sec,burst_rate,error_rate,avg_response_time_ms,sensitive_request_count,sensitive_ratio,export_count,export_ratio,delete_count,delete_ratio,unique_deleted_resource_count,unique_resource_id_count,resource_id_request_ratio,forbidden_count,forbidden_rate,not_found_count,not_found_rate,unique_failed_resource_id_count,resource_id_change_rate,max_sensitive_streak
19484267db9cfcae,-1,anonymous,2026-08-10T07:00:00+00:00,2026-08-10T07:05:00+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,9.043,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
46220dc122c3a523,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:00:00+00:00,2026-08-10T07:05:00+00:00,0,normal,unknown_run,normal,4,2,1,2.0,0.6666666666666666,0.0,0.6666666666666666,0.0,12.93125,2,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
720e785fcb950f68,2,5678d99b79dc68c3418421e564a75da82261b33753399fa7caab303c23e8ac43,2026-08-10T07:00:00+00:00,2026-08-10T07:05:00+00:00,0,normal,raw_v1_20260810_070431,normal,244,11,2,19.0,0.07818930041152264,0.0,1.0,0.0,15.33911475409836,2,0.00819672131147541,2,0.00819672131147541,0,0.0,0,16,0.06557377049180328,0,0.0,0,0.0,0,0.8557692307692307,1
6f47dcc0fc4eb889,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:05:00+00:00,2026-08-10T07:10:00+00:00,0,normal,unknown_run,normal,2,2,1,0.0,0.0,0.0,1.0,0.0,15.7865,1,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
949af8097bc5c41f,2,5678d99b79dc68c3418421e564a75da82261b33753399fa7caab303c23e8ac43,2026-08-10T07:05:00+00:00,2026-08-10T07:10:00+00:00,0,normal,raw_v1_20260810_070431,normal,3469,10,2,299.0,0.08621683967704728,0.0,1.0,0.0,18.82903862784664,19,0.005477082732776016,15,0.004324012683770539,4,0.0011530700490054772,4,16,0.004612280196021909,0,0.0,0,0.0,0,0.8902865129280224,1
31dfe40a9cfd8cf2,2,5678d99b79dc68c3418421e564a75da82261b33753399fa7caab303c23e8ac43,2026-08-10T07:10:00+00:00,2026-08-10T07:15:00+00:00,0,normal,raw_v1_20260810_070431,normal,5292,10,2,299.0,0.056511056511056514,0.0,1.0,0.0,10.51018461829176,37,0.006991685563114134,26,0.0049130763416477706,11,0.0020786092214663643,11,12,0.0022675736961451248,0,0.0,0,0.0,0,0.7070524412296564,2
8c983ba9b3c88a8a,-1,anonymous,2026-08-10T07:15:00+00:00,2026-08-10T07:20:00+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.134,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
c3a8a162360e68c5,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:15:00+00:00,2026-08-10T07:20:00+00:00,0,normal,unknown_run,normal,2,2,1,0.0,0.0,0.0,1.0,0.0,17.878,1,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
6cdd0c0e876b6b1a,2,5678d99b79dc68c3418421e564a75da82261b33753399fa7caab303c23e8ac43,2026-08-10T07:15:00+00:00,2026-08-10T07:20:00+00:00,0,normal,raw_v1_20260810_070431,normal,1435,7,2,86.0,0.0599721059972106,0.0,1.0,0.0,13.215820209059235,10,0.006968641114982578,10,0.006968641114982578,0,0.0,0,4,0.0027874564459930314,0,0.0,0,0.0,0,0.29411764705882354,1
7573cec019b32b64,3,ab8d22d11121d30478ce7bd5ee207f20a119aff94b9991260bef1c63350c2f41,2026-08-10T07:15:00+00:00,2026-08-10T07:20:00+00:00,0,normal,unknown_run,normal,3987,12,2,213.0,0.05343702960361264,0.0,1.0,0.0,8.398723852520693,38,0.009530975670930524,25,0.006270378730875345,13,0.0032605969400551793,13,18,0.004514672686230248,0,0.0,0,0.0,0,0.7946987951807228,1
0cb0608c724d32f2,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:20:00+00:00,2026-08-10T07:25:00+00:00,0,normal,unknown_run,normal,2,2,1,0.0,0.0,0.0,1.0,0.0,13.360000000000001,1,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
2b8c06b848f6a97c,3,ab8d22d11121d30478ce7bd5ee207f20a119aff94b9991260bef1c63350c2f41,2026-08-10T07:20:00+00:00,2026-08-10T07:25:00+00:00,0,normal,raw_v1_20260810_070431,normal,4932,10,2,299.0,0.060636787669843845,0.0,1.0,0.0,13.629923560421735,50,0.01013787510137875,48,0.009732360097323601,2,0.00040551500405515005,2,5,0.001013787510137875,0,0.0,0,0.0,0,0.6413043478260869,1
126aac75ae25c25f,-1,anonymous,2026-08-10T07:25:00+00:00,2026-08-10T07:30:00+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.948,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
f5721ed0e7c1e205,3,ab8d22d11121d30478ce7bd5ee207f20a119aff94b9991260bef1c63350c2f41,2026-08-10T07:25:00+00:00,2026-08-10T07:30:00+00:00,0,normal,raw_v1_20260810_070431,normal,1687,5,2,111.0,0.06583629893238434,0.0,1.0,0.0,16.7001523414345,14,0.008298755186721992,14,0.008298755186721992,0,0.0,0,3,0.0017783046828689982,0,0.0,0,0.0,0,0.6453900709219859,1
b02d14ce6e51a723,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:30:00+00:00,2026-08-10T07:35:00+00:00,0,normal,unknown_run,normal,12,2,1,3.0,0.2727272727272727,0.0,1.0,0.0,11.035583333333333,6,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,2
743403610a544aad,-1,anonymous,2026-08-10T07:35:00+00:00,2026-08-10T07:40:00+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.137,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
debbbd325bec2f1d,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:35:00+00:00,2026-08-10T07:40:00+00:00,0,normal,unknown_run,normal,2,2,1,0.0,0.0,0.0,1.0,0.0,14.212,1,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
66b526f7da415f71,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:40:00+00:00,2026-08-10T07:45:00+00:00,0,normal,unknown_run,normal,4,2,1,3.0,1.0,0.0,0.6666666666666666,0.0,15.13425,2,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,2
4e8626b1f2b869fc,-1,anonymous,2026-08-10T07:45:00+00:00,2026-08-10T07:50:00+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.782,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
5a3282b7044a90ac,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:50:00+00:00,2026-08-10T07:55:00+00:00,0,normal,unknown_run,normal,10,2,1,12.0,1.3333333333333333,0.0,0.8888888888888888,0.0,15.1971,5,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,2
bd5265acc1afbe73,-1,anonymous,2026-08-10T07:55:00+00:00,2026-08-10T08:00:00+00:00,0,normal,unknown_run,normal,7,1,1,18.0,3.0,2.0,0.0,0.0,0.8335714285714285,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
5857bd26211af875,1,3e2fcb86522105613111ab82e5c35242de4cbb818c39572f85efece739900119,2026-08-10T07:55:00+00:00,2026-08-10T08:00:00+00:00,0,normal,unknown_run,normal,2,2,1,0.0,0.0,0.0,1.0,0.0,14.508000000000001,1,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
