window_id,user_id,session_id_hash,window_start,window_end,label,scenario,run_id,severity,request_count,unique_endpoint_count,unique_method_count,session_duration_sec,avg_inter_request_sec,min_inter_request_sec,burst_rate,error_rate,avg_response_time_ms,sensitive_request_count,sensitive_ratio,export_count,export_ratio,delete_count,delete_ratio,unique_deleted_resource_count,unique_resource_id_count,resource_id_request_ratio,forbidden_count,forbidden_rate,not_found_count,not_found_rate,unique_failed_resource_id_count,resource_id_change_rate,max_sensitive_streak
2ea2bd67e7f41ede,-1,anonymous,2026-08-12T05:42:13+00:00,2026-08-12T05:42:43+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.12,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
5ad1c3e3ec2b9352,-1,anonymous,2026-08-12T05:44:05+00:00,2026-08-12T05:44:35+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
9cf277c12f65ccc0,-1,anonymous,2026-08-12T05:44:07+00:00,2026-08-12T05:44:37+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
61af94132c6c355d,-1,anonymous,2026-08-12T05:44:09+00:00,2026-08-12T05:44:39+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
45b0c5b549ddcc37,-1,anonymous,2026-08-12T05:44:11+00:00,2026-08-12T05:44:41+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
f05472740d66c867,-1,anonymous,2026-08-12T05:44:13+00:00,2026-08-12T05:44:43+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
e09c52b0f2a8a956,-1,anonymous,2026-08-12T05:44:15+00:00,2026-08-12T05:44:45+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
4e3bd9b3a0e4ab86,-1,anonymous,2026-08-12T05:44:17+00:00,2026-08-12T05:44:47+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
dfb7010aab58809c,-1,anonymous,2026-08-12T05:44:19+00:00,2026-08-12T05:44:49+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
db3a6711a899be7e,-1,anonymous,2026-08-12T05:44:21+00:00,2026-08-12T05:44:51+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
2e03827d22b84f22,-1,anonymous,2026-08-12T05:44:23+00:00,2026-08-12T05:44:53+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
9f2b0af2cbf24f6d,-1,anonymous,2026-08-12T05:44:25+00:00,2026-08-12T05:44:55+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
5369a27a62a2c86c,-1,anonymous,2026-08-12T05:44:27+00:00,2026-08-12T05:44:57+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
b986d0b67c88788c,-1,anonymous,2026-08-12T05:44:29+00:00,2026-08-12T05:44:59+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
a32a5f855033ac8e,-1,anonymous,2026-08-12T05:44:31+00:00,2026-08-12T05:45:01+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
3ca93a0557c81d09,-1,anonymous,2026-08-12T05:44:33+00:00,2026-08-12T05:45:03+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
f1439879c6e9f0e0,-1,anonymous,2026-08-12T05:46:07+00:00,2026-08-12T05:46:37+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
59ee577b558e472d,-1,anonymous,2026-08-12T05:46:09+00:00,2026-08-12T05:46:39+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
2dc7aad3a2fe0e23,-1,anonymous,2026-08-12T05:46:11+00:00,2026-08-12T05:46:41+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
f63c22ecb5ec5127,-1,anonymous,2026-08-12T05:46:13+00:00,2026-08-12T05:46:43+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
4f67e20c6cf3659b,-1,anonymous,2026-08-12T05:46:15+00:00,2026-08-12T05:46:45+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
982f78e16d99a2ae,-1,anonymous,2026-08-12T05:46:17+00:00,2026-08-12T05:46:47+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
c157ad0799e66811,-1,anonymous,2026-08-12T05:46:19+00:00,2026-08-12T05:46:49+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
fc6681afb0889c2f,-1,anonymous,2026-08-12T05:46:21+00:00,2026-08-12T05:46:51+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
9e239a4e986afa23,-1,anonymous,2026-08-12T05:46:23+00:00,2026-08-12T05:46:53+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
6a167bafbb951747,-1,anonymous,2026-08-12T05:46:25+00:00,2026-08-12T05:46:55+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
a52711070fd20840,-1,anonymous,2026-08-12T05:46:27+00:00,2026-08-12T05:46:57+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
a3fe01e1e0e41610,-1,anonymous,2026-08-12T05:46:29+00:00,2026-08-12T05:46:59+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
86a7384ce4bfb73a,-1,anonymous,2026-08-12T05:46:31+00:00,2026-08-12T05:47:01+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
ff5dd6ef9fb067f5,-1,anonymous,2026-08-12T05:46:33+00:00,2026-08-12T05:47:03+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
c10be559b5e356d3,-1,anonymous,2026-08-12T05:46:35+00:00,2026-08-12T05:47:05+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
7664188a004cfea2,-1,anonymous,2026-08-12T05:48:01+00:00,2026-08-12T05:48:31+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
8cead22b0a11618c,-1,anonymous,2026-08-12T05:48:03+00:00,2026-08-12T05:48:33+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
b36561fd43437475,-1,anonymous,2026-08-12T05:48:05+00:00,2026-08-12T05:48:35+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
d4e03579989756d2,-1,anonymous,2026-08-12T05:48:07+00:00,2026-08-12T05:48:37+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
0b4fcea334f1d4cd,-1,anonymous,2026-08-12T05:48:09+00:00,2026-08-12T05:48:39+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
b7c6023b405bee92,-1,anonymous,2026-08-12T05:48:11+00:00,2026-08-12T05:48:41+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
